Source,Target,Citation Type,Source Title,Target Title
07_172,06_1551,affirmed,SZIUE v Minister for Immigration and Multicultural Affairs [2007] FCA 172 (21 February 2007),Hamilton-Smith v George [2006] FCA 1551 (21 November 2006)
07_172,06_63,referred_to,SZIUE v Minister for Immigration and Multicultural Affairs [2007] FCA 172 (21 February 2007),Moore-McQuillan v Scot [2006] FCA 63 (10 February 2006)
07_2008,07_897,referred_to,Taylor v Telstra Corporation Ltd [2007] FCA 2008 (13 December 2007),Haslam v Money for Living (Aust) Pty Ltd(Administrators Appointed) (ACN 107 611 218) [2007] FCA 897 (8 June 2007)
07_1159,06_63,referred_to,MZXLE v Minister for Immigration amp; Citizenship [2007] FCA 1159 (29 August 2007),Moore-McQuillan v Scot [2006] FCA 63 (10 February 2006)
06_386,06_363,cited,Cadbury Schweppes Pty Ltd v Darrell Lea Chocolate Shops Pty Ltd (No 3) [2006] FCA 386 (7 April 2006),Cadbury Schweppes Pty Ltd v Darrell Lea Chocolate Shops Pty Ltd [2006] FCA 363 (31 March 2006)
06_386,06_364,cited,Cadbury Schweppes Pty Ltd v Darrell Lea Chocolate Shops Pty Ltd (No 3) [2006] FCA 386 (7 April 2006),Cadbury Schweppes Pty Ltd v Darrell Lea Chocolate Shops Pty Ltd (No 2) [2006] FCA 364 (31 March 2006)
06_383,06_22,discussed,Inspector General in Bankruptcy v Bradshaw (No 2) [2006] FCA 383 (7 April 2006),Inspector-General in Bankruptcy v Bradshaw [2006] FCA 22 (31 January 2006)
07_1125,07_421,affirmed,SZJFL v Minister for Immigration and Citizenship [2007] FCA 1125 (31 July 2007),Cabcharge Australia Limited in the matter of Cabcharge Australia Limited [2007] FCA 421 (5 March 2007)
07_195,06_458,cited,Rogers v Asset Loan Co Pty Ltd amp; Ors [2007] FCA 195 (23 February 2007),Duncan v Lipscombe Child Care Services Inc [2006] FCA 458 (28 April 2006)
07_195,06_1352,cited,Rogers v Asset Loan Co Pty Ltd amp; Ors [2007] FCA 195 (23 February 2007),Boston Commercial Services Pty Ltd v GE Capital Finance Australasia Pty Ltd [2006] FCA 1352 (16 October 2006)
07_195,06_434,quoted,Rogers v Asset Loan Co Pty Ltd amp; Ors [2007] FCA 195 (23 February 2007),Rogers v Asset Loan Co Pty Ltd amp; Ors [2006] FCA 434 (20 April 2006)
07_195,06_1708,quoted,Rogers v Asset Loan Co Pty Ltd amp; Ors [2007] FCA 195 (23 February 2007),Rogers v Asset Loan Co Pty Ltd [2006] FCA 1708 (7 December 2006)
07_195,06_1401,cited,Rogers v Asset Loan Co Pty Ltd amp; Ors [2007] FCA 195 (23 February 2007),Fortron Automotive Treatments Pty Ltd v Jones (No 2) [2006] FCA 1401 (27 October 2006)
06_397,06_326,cited,Australian Prudential Regulation Authority v Siminton (No 3) [2006] FCA 397 (10 April 2006),Australian Prudential Regulation Authority v Siminton [2006] FCA 326 (30 March 2006)
06_397,06_83,applied,Australian Prudential Regulation Authority v Siminton (No 3) [2006] FCA 397 (10 April 2006),Louis Vuitton Malletier SA v Design Elegance Pty Ltd [2006] FCA 83 (14 February 2006)
09_1302,08_600,cited,BRGAI of 2008 v Minister for Immigration and Citizenship [2009] FCA 1302 (13 November 2009),SZHVM v Minister for Immigration and Citizenship [2008] FCA 600 (7 May 2008)
09_1302,09_99,cited,BRGAI of 2008 v Minister for Immigration and Citizenship [2009] FCA 1302 (13 November 2009),SZMPT v Minister for Immigration and Citizenship [2009] FCA 99 (12 February 2009)
06_1721,06_715,related,Sood v Crown Diagnostic Imaging Pty Ltd [2006] FCA 1721 (12 December 2006),Sood v Crown Diagnostic Imaging Pty Ltd [2006] FCA 715 (30 May 2006)
09_1308,09_16,followed,Ra v Nationwide News Pty Ltd [2009] FCA 1308 (13 November 2009),Metcash Trading Limited v Bunn (No 5) [2009] FCA 16 (20 January 2009)
06_1702,06_1101,cited,Australian Securities amp; Investments Commission v Eastlands Pty Ltd [2006] FCA 1702 (6 December 2006),Australian Securities and Investments Commission v Eastlands Pty Ltd ACN 009 349 053 (No 1) [2006] FCA 1101 (16 August 2006)
06_1708,06_1033,cited,Rogers v Asset Loan Co Pty Ltd [2006] FCA 1708 (7 December 2006),Wearne v Southern Cross University [2006] FCA 1033 (11 August 2006)
06_1708,06_116,applied,Rogers v Asset Loan Co Pty Ltd [2006] FCA 1708 (7 December 2006),United Salvage Pty Ltd v Louis Dreyfus Armateurs SNC [2006] FCA 116 (17 February 2006)
06_1708,06_434,followed,Rogers v Asset Loan Co Pty Ltd [2006] FCA 1708 (7 December 2006),Rogers v Asset Loan Co Pty Ltd amp; Ors [2006] FCA 434 (20 April 2006)
06_1708,06_458,cited,Rogers v Asset Loan Co Pty Ltd [2006] FCA 1708 (7 December 2006),Duncan v Lipscombe Child Care Services Inc [2006] FCA 458 (28 April 2006)
06_1710,06_1530,cited,Australian Securities amp; Investments Commission v Forestview Nominees Pty Ltd (No 3) [2006] FCA 1710 (7 December 2006),Australian Securities amp; Investments Commission v Forestview Nominees Pty Ltd (Receivers and Managers Appointed) [2006] FCA 1530 (15 November 2006)
09_1317,08_1458,referred_to,Wright Rubber Products Pty Ltd v Bayer AG (No 2) [2009] FCA 1317 (13 November 2009),Auskay International Manufacturing amp; Trade Pty Ltd v Qantas Airways Ltd [2008] FCA 1458 (29 September 2008)
09_1317,08_1510,referred_to,Wright Rubber Products Pty Ltd v Bayer AG (No 2) [2009] FCA 1317 (13 November 2009),Wright Rubber Products Pty Ltd v Bayer AG [2008] FCA 1510 (10 October 2008)
09_1317,08_1976,referred_to,Wright Rubber Products Pty Ltd v Bayer AG (No 2) [2009] FCA 1317 (13 November 2009),Australian Competition and Consumer Commission v Qantas Airways Limited [2008] FCA 1976 (11 December 2008)
09_1317,09_312,cited,Wright Rubber Products Pty Ltd v Bayer AG (No 2) [2009] FCA 1317 (13 November 2009),Emirates v Australian Competition and Consumer Commission [2009] FCA 312 (2 April 2009)
09_1317,07_2024,referred_to,Wright Rubber Products Pty Ltd v Bayer AG (No 2) [2009] FCA 1317 (13 November 2009),Australian Competition and Consumer Commission v April International Marketing Services Australia Pty Ltd [2007] FCA 2024 (21 December 2007)
07_1066,06_40,applied,Jobern Pty Ltd v BreakFree Resorts (Victoria) Pty Ltd amp; Ors [2007] FCA 1066 (23 July 2007),Applicants A277/2002 v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 40 (3 February 2006)
09_260,06_26,distinguished,McBain (Trustee) in the matter of Turner (Bankrupt) v Palffy [2009] FCA 260 (24 March 2009),Anastasia Ualesi and Peti J Ualesi t/as Australian Empire Imports v Expeditors International Pty Ltd [2006] FCA 26 (1 February 2006)
07_1063,06_706,cited,ABB Australia Pty Limited v Commissioner of Taxation [2007] FCA 1063 (20 July 2007),European Community v Commissioner of Patents [2006] FCA 706 (16 May 2006)
09_68,08_1542,cited,Food Channel Network Pty Ltd ACN 079 015 339 v Television Food Network G.P. [2009] FCA 68 (11 February 2009),N.V. Sumatra Tobacco Trading Company v British American Tobacco Australia Services Limited (ACN 004 069 649) [2008] FCA 1542 (16 October 2008)
08_459,07_1503,affirmed,Nathan v Capital Finance Australia [2008] FCA 459 (8 April 2008),Foroughi v Star City Pty Limited [2007] FCA 1503 (27 September 2007)
09_269,08_1991,considered,Australian Securities and Investments Commission in the matter of Storm Financial Limited (Receivers and Managers Appointed) (Administrators Appointed) v Storm Financial Limited (Receivers and Managers Appointed) (Administrators Appointed) [2009] FCA 269 (26 March 2009),Storm Financial Limited ABN 11 064 804 691 v Commonwealth Bank of Australia ABN 48 123 123 124 [2008] FCA 1991 (24 December 2008)
09_269,09_70,cited,Australian Securities and Investments Commission in the matter of Storm Financial Limited (Receivers and Managers Appointed) (Administrators Appointed) v Storm Financial Limited (Receivers and Managers Appointed) (Administrators Appointed) [2009] FCA 269 (26 March 2009),Worrell; In the matter of Storm Financial Limited (Receivers and Managers Appointed) (Administrators Appointed) [2009] FCA 70 (5 February 2009)
09_269,08_216,considered,Australian Securities and Investments Commission in the matter of Storm Financial Limited (Receivers and Managers Appointed) (Administrators Appointed) v Storm Financial Limited (Receivers and Managers Appointed) (Administrators Appointed) [2009] FCA 269 (26 March 2009),Applicant S 1033/2003 v Minister for Immigration amp; Citizenship [2008] FCA 216 (4 March 2008)
09_266,06_83,cited,Metcash Trading Limited v Bunn (No 6) (Corrigendum 2 April 2009) [2009] FCA 266 (27 March 2009),Louis Vuitton Malletier SA v Design Elegance Pty Ltd [2006] FCA 83 (14 February 2006)
09_266,09_16,cited,Metcash Trading Limited v Bunn (No 6) (Corrigendum 2 April 2009) [2009] FCA 266 (27 March 2009),Metcash Trading Limited v Bunn (No 5) [2009] FCA 16 (20 January 2009)
09_264,08_61,applied,George v Fletcher (Trustee) [2009] FCA 264 (25 March 2009),In the matter of Ox Operations Pty Ltd (ACN 119 184 431) [2008] FCA 61 (11 February 2008)
09_264,08_322,cited,George v Fletcher (Trustee) [2009] FCA 264 (25 March 2009),Winspear v Mackinnon [2008] FCA 322 (11 March 2008)
06_847,06_640,applied,Permanent Custodians Limited v ARMA Pty Limited (No 2) [2006] FCA 847 (4 July 2006),Permanent Custodians Limited v ARMA Pty Limited [2006] FCA 640 (29 May 2006)
08_461,06_814,cited,Kawasaki (Australia) Pty Ltd (ACN 000 748 621) v ARC Strang Pty Ltd (ACN 062 605 850) (Corrigendum dated 10 April 2008) [2008] FCA 461 (9 April 2008),Australian Securities and Investments Commission Inthe Matter of Richstar Enterprises Pty Ltd (ACN 099 071 968) v Carey (No 6) [2006] FCA 814 (29 June 2006)
08_464,06_813,cited,Tasmanian Perpetual Trustees Ltd v Jordan [2008] FCA 464 (10 April 2008),City of Wanneroo v Australian Municipal Administrative Clerical And Services Union [2006] FCA 813 (28 June 2006)
08_466,07_1080,cited,A amp; L Silvestri Pty Limited v Construction Forestry Mining and Energy Union [2008] FCA 466 (11 April 2008),Kelly v Fitzpatrick [2007] FCA 1080 (27 July 2007)
08_466,07_1047,related,A amp; L Silvestri Pty Limited v Construction Forestry Mining and Energy Union [2008] FCA 466 (11 April 2008),A amp; L Silvestri Pty Ltd v Construction Forestry Mining and Energy Union [2007] FCA 1047 (13 July 2007)
06_851,06_627,applied,VWBF v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 851 (6 July 2006),SZDPY v Minister for Immigration and Multicultural Affairs [2006] FCA 627 (25 May 2006)
06_851,06_609,applied,VWBF v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 851 (6 July 2006),SZCJD v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 609 (24 May 2006)
06_851,06_609,applied,VWBF v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 851 (6 July 2006),SZCJD v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 609 (24 May 2006)
06_851,06_435,discussed,VWBF v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 851 (6 July 2006),SZGGT v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 435 (21 April 2006)
08_468,08_404,related,Vatera Pty Limited v Meribal Interiors NSW Pty Limited (Under Deed of Company Arrangement); in the Matter of Meribal Interiors NSW Pty Limited (Under Deed of Company Arrangement) [2008] FCA 468 (8 April 2008),Vatera Pty Limited v Meribal Interiors NSW Pty Limited (Under Deed of Company Arrangement); in the Matter of Meribal Interiors NSW Pty Limited (Under Deed of Company Arrangement) [2008] FCA 404 (1 April 2008)
06_850,06_364,cited,Cadbury Schweppes Pty Ltd v Darrell Lea Chocolate Shops Pty Ltd (No 5) [2006] FCA 850 (6 July 2006),Cadbury Schweppes Pty Ltd v Darrell Lea Chocolate Shops Pty Ltd (No 2) [2006] FCA 364 (31 March 2006)
06_850,06_363,cited,Cadbury Schweppes Pty Ltd v Darrell Lea Chocolate Shops Pty Ltd (No 5) [2006] FCA 850 (6 July 2006),Cadbury Schweppes Pty Ltd v Darrell Lea Chocolate Shops Pty Ltd [2006] FCA 363 (31 March 2006)
06_850,06_363,cited,Cadbury Schweppes Pty Ltd v Darrell Lea Chocolate Shops Pty Ltd (No 5) [2006] FCA 850 (6 July 2006),Cadbury Schweppes Pty Ltd v Darrell Lea Chocolate Shops Pty Ltd [2006] FCA 363 (31 March 2006)
06_850,06_446,cited,Cadbury Schweppes Pty Ltd v Darrell Lea Chocolate Shops Pty Ltd (No 5) [2006] FCA 850 (6 July 2006),Cadbury Schweppes Pty Ltd v Darrell Lea Chocolate Shops Pty Ltd (No 4) [2006] FCA 446 (27 April 2006)
07_648,06_195,referred_to,SZGPQ v Minister for Immigration amp; Citizenship [2007] FCA 648 (3 May 2007),Mathews v Health Insurance Commission [2006] FCA 195 (10 March 2006)
07_648,06_627,cited,SZGPQ v Minister for Immigration amp; Citizenship [2007] FCA 648 (3 May 2007),SZDPY v Minister for Immigration and Multicultural Affairs [2006] FCA 627 (25 May 2006)
07_648,06_851,cited,SZGPQ v Minister for Immigration amp; Citizenship [2007] FCA 648 (3 May 2007),VWBF v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 851 (6 July 2006)
09_1404,08_32,cited,Commissioner of Taxation v Grimaldi (No. 9) [2009] FCA 1404 (27 November 2009),Thirsty Macks Pty Ltd v Hasbeen Pty Ltd [2008] FCA 32 (25 January 2008)
09_1403,07_26,applied,SZNBX v Minister for Immigration and Citizenship [2009] FCA 1403 (1 December 2009),Wight v Honourable Chris Pearce MP Parliamentary Secretary to the Treasurer [2007] FCA 26 (29 January 2007)
09_1403,07_1318,referred_to,SZNBX v Minister for Immigration and Citizenship [2009] FCA 1403 (1 December 2009),Minister for Immigration and Citizenship v Le [2007] FCA 1318 (27 August 2007)
09_1403,09_39,applied,SZNBX v Minister for Immigration and Citizenship [2009] FCA 1403 (1 December 2009),Amalia Investments Ltd v Virgtel Global Networks NV [2009] FCA 39 (30 January 2009)
09_1403,08_1893,referred_to,SZNBX v Minister for Immigration and Citizenship [2009] FCA 1403 (1 December 2009),SZHUH v Minister for Immigration and Citizenship [2008] FCA 1893 (22 December 2008)
08_460,07_22,cited,Sherzad v Minister for Immigration amp; Citizenship [2008] FCA 460 (11 April 2008),Baxendales Vineyard Pty Ltd v The Geographical Indications Committee [2007] FCA 22 (25 January 2007)
06_1329,06_1223,followed,Purchas in the matter of RSP Group Pty Limited (inliq) [2006] FCA 1329 (16 October 2006),Purchas in the matter of Worldwide Workers Pty Limited (in liq) [2006] FCA 1223 (8 September 2006)
06_1329,06_1222,followed,Purchas in the matter of RSP Group Pty Limited (inliq) [2006] FCA 1329 (16 October 2006),Purchas in the matter of Estore Pty Limited (in liq) [2006] FCA 1222 (8 September 2006)
07_663,06_174,considered,MZXKH v Minister for Immigration and Citizenship [2007] FCA 663 (15 June 2007),Seven Network Limited v News Limited (No 11) [2006] FCA 174 (6 March 2006)
07_663,07_826,distinguished,MZXKH v Minister for Immigration and Citizenship [2007] FCA 663 (15 June 2007),MZXFQ v Minister for Immigration and Citizenship [2007] FCA 826 (30 May 2007)
07_663,06_195,referred_to,MZXKH v Minister for Immigration and Citizenship [2007] FCA 663 (15 June 2007),Mathews v Health Insurance Commission [2006] FCA 195 (10 March 2006)
07_663,06_435,referred_to,MZXKH v Minister for Immigration and Citizenship [2007] FCA 663 (15 June 2007),SZGGT v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 435 (21 April 2006)
09_250,06_192,cited,Australian Securities amp; Investments Commission v Axis International Management Pty Ltd [2009] FCA 250 (23 March 2009),Knight v Beyond Properties Pty Ltd (No 2) [2006] FCA 192 (10 March 2006)
09_250,07_43,cited,Australian Securities amp; Investments Commission v Axis International Management Pty Ltd [2009] FCA 250 (23 March 2009),In the matter of Geopacific Resources NL (ACN 003 208393) [2007] FCA 43 (18 January 2007)
07_1076,07_97,cited,Clark v Secretary Department of Employment and Workplace Relations [2007] FCA 1076 (25 July 2007),The Food Improvers Pty Limited v BGR Corporation Pty Ltd (No 3) (Corrigendum dated 19 February 2007) [2007] FCA 97 (12 February 2007)
07_1075,06_50,referred_to,MZXPC v Minister for Immigration and Citizenship [2007] FCA 1075 (23 July 2007),United Salvage Pty Ltd v Louis Dreyfus Armateurs SNC [2006] FCA 50 (8 February 2006)
07_1075,07_769,cited,MZXPC v Minister for Immigration and Citizenship [2007] FCA 1075 (23 July 2007),MZXMD v Minister for Immigration amp; Citizenship [2007] FCA 769 (18 May 2007)
07_667,06_435,referred_to,MZXIH v Minister for Immigration and Citizenship (Corrigendum dated 19 June 2007) [2007] FCA 667 (15 June 2007),SZGGT v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 435 (21 April 2006)
07_667,06_174,considered,MZXIH v Minister for Immigration and Citizenship (Corrigendum dated 19 June 2007) [2007] FCA 667 (15 June 2007),Seven Network Limited v News Limited (No 11) [2006] FCA 174 (6 March 2006)
09_258,06_36,cited,Australian Securities amp; Investment Commission v Lanepoint Enterprises Pty Ltd [2009] FCA 258 (21 April 2009),Wu v Avin Operations Pty Ltd (ACN 076 956 913) [2006] FCA 36 (3 February 2006)
09_258,09_257,referred_to,Australian Securities amp; Investment Commission v Lanepoint Enterprises Pty Ltd [2009] FCA 258 (21 April 2009),Australian Securities amp; Investments Commission v Bowesco Pty Ltd [2009] FCA 257 (23 March 2009)
09_258,06_55,cited,Australian Securities amp; Investment Commission v Lanepoint Enterprises Pty Ltd [2009] FCA 258 (21 April 2009),MZWXD v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 55 (30 January 2006)
09_56,07_835,discussed,Barrick v Qantas Flight Catering Limited (No 2) [2009] FCA 56 (6 February 2009),Barrick v Qantas Flight Catering Limited [2007] FCA 835 (31 May 2007)
09_53,08_691,cited,Kowalski v MMAL Staff Superannuation Fund Pty Ltd (ACN 064 829 616) (No 3) [2009] FCA 53 (5 February 2009),Kowalski v MMAL Staff Superannuation Fund Pty Ltd (ACN 064 829 616) [2008] FCA 691 (20 May 2008)
09_53,07_511,cited,Kowalski v MMAL Staff Superannuation Fund Pty Ltd (ACN 064 829 616) (No 3) [2009] FCA 53 (5 February 2009),White Industries Aust Ltd v Commissioner of Taxation (includes corrigendum dated 16 April 2007) [2007] FCA 511 (11 April 2007)
09_52,08_646,cited,Cahill v Construction Forestry Mining and Energy Union (No 3) [2009] FCA 52 (5 February 2009),Granada Tavern v Smith [2008] FCA 646 (15 May 2008)
09_52,08_1292,cited,Cahill v Construction Forestry Mining and Energy Union (No 3) [2009] FCA 52 (5 February 2009),Cahill v Construction Forestry Mining and Energy Union (No 2) [2008] FCA 1292 (4 August 2008)
07_1078,07_380,considered,Jianshe Southern Pty Ltd v Get Motor Cycles Pty Ltd(Formerly Turnbull Cooktown Pty Ltd) (3) [2007] FCA 1078 (27 July 2007),SZGJY v Minister for Immigration amp; Multicultural Affairs [2007] FCA 380 (19 March 2007)
07_1078,07_903,referred_to,Jianshe Southern Pty Ltd v Get Motor Cycles Pty Ltd(Formerly Turnbull Cooktown Pty Ltd) (3) [2007] FCA 1078 (27 July 2007),Jianshe Southern Pty Ltd (ACN 007 031 905) v Turnbull Cooktown Pty Ltd (ACN 069 894 275) (No 2) [2007] FCA 903 (14 June 2007)
07_1078,07_489,referred_to,Jianshe Southern Pty Ltd v Get Motor Cycles Pty Ltd(Formerly Turnbull Cooktown Pty Ltd) (3) [2007] FCA 1078 (27 July 2007),Jianshe Southern Pty Ltd (ACN 007 031 905) v Turnbull Cooktown Pty Ltd (ACN 069 894 275) [2007] FCA 489 (4 April 2007)
08_454,07_28,discussed,Sydney Refractive Surgery Centre Pty Ltd v Commissioner of Taxation [2008] FCA 454 (9 April 2008),Manatiy v Minister for Immigration and Multicultural Affairs [2007] FCA 28 (29 January 2007)
06_1336,06_1088,referred_to,Upton v Tasmanian Perpetual Trustees Pty Ltd [2006] FCA 1336 (12 October 2006),Upton v Tasmanian Perpetual Trustees Pty Ltd [2006] FCA 1088 (11 August 2006)
09_1414,09_93,distinguished,SZNLJ v Minister for Immigration and Citizenship [2009] FCA 1414 (2 December 2009),SZKUO v Minister for Immigration and Citizenship [2009] FCA 93 (16 February 2009)
09_1414,09_606,affirmed,SZNLJ v Minister for Immigration and Citizenship [2009] FCA 1414 (2 December 2009),Mars Australia Pty Ltd v Sweet Rewards Pty Ltd [2009] FCA 606 (5 June 2009)
09_87,07_1216,referred_to,HID Global Corporation v Keycorp Limited [2009] FCA 87 (13 February 2009),Dartberg Pty Ltd v Wealthcare Financial Planning Pty Ltd [2007] FCA 1216 (10 August 2007)
09_87,06_591,referred_to,HID Global Corporation v Keycorp Limited [2009] FCA 87 (13 February 2009),Matrix Film Investment One Pty Limited v Alameda Films LLC [2006] FCA 591 (19 May 2006)
07_1049,06_82,cited,Genikas v Statewide Superannuation Trust [2007] FCA 1049 (17 July 2007),Rubibi Community v State of Western Australia (No 6) (Corrigenda dated 15 February 2006 and 10 May 2006) [2006] FCA 82 (13 February 2006)
06_869,06_624,cited,Gauci v Kennedy [2006] FCA 869 (6 July 2006),Ingram-Nader v Brinks Australia Pty Ltd [2006] FCA 624 (26 May 2006)
09_284,09_30,cited,Zentai v Republic of Hungary [2009] FCA 284 (31 March 2009),Snedden v Republic of Croatia [2009] FCA 30 (3 February 2009)
09_82,07_2010,applied,Granitgard Pty Ltd ACN 007 427 590 v Termicide Pest Control Pty Ltd ACN 093 837 337 (No 3) [2009] FCA 82 (4 February 2009),Hawthorn Glen Pty Ltd (ACN 004 061 214) v Aconex Pty Ltd (ACN 091 376 091) (No 1) [2007] FCA 2010 (14 December 2007)
09_82,08_572,considered,Granitgard Pty Ltd ACN 007 427 590 v Termicide Pest Control Pty Ltd ACN 093 837 337 (No 3) [2009] FCA 82 (4 February 2009),Olivaylle Pty Limited v Flottweg GMBH amp; Co KGAA (No 3) [2008] FCA 572 (4 April 2008)
09_82,06_22,applied,Granitgard Pty Ltd ACN 007 427 590 v Termicide Pest Control Pty Ltd ACN 093 837 337 (No 3) [2009] FCA 82 (4 February 2009),Inspector-General in Bankruptcy v Bradshaw [2006] FCA 22 (31 January 2006)
09_82,08_865,cited,Granitgard Pty Ltd ACN 007 427 590 v Termicide Pest Control Pty Ltd ACN 093 837 337 (No 3) [2009] FCA 82 (4 February 2009),Granitgard Pty Ltd ACN 007 427 590 v Termicide Pest Control Pty Ltd ACN 093 837 337 [2008] FCA 865 (10 June 2008)
08_483,08_442,related,Hermitage Motel Pty Ltd v P. E. Kafka Pty Ltd [2008] FCA 483 (9 April 2008),Hermitage Motel Pty Ltd v P. E. Kafka Pty Ltd [2008] FCA 442 (4 April 2008)
06_1361,06_7,considered,Snowy Mountains Organic Dairy Products Pty Ltd v Wholefoods Pty Ltd [2006] FCA 1361 (19 October 2006),Communications Electrical Electronic Energy Information Postal Plumbing amp; Allied Services Union of Australia v ACI Operations Pty Ltd [2006] FCA 7 (16 January 2006)
08_489,07_299,cited,Habib v Commonwealth of Australia [2008] FCA 489 (16 April 2008),Hicks v Ruddock [2007] FCA 299 (8 March 2007)
06_1369,06_136,cited,King v Yurisich [2006] FCA 1369 (19 October 2006),Australian Competition amp; Consumer Commission v Visy Industries [2006] FCA 136 (23 February 2006)
08_481,07_539,cited,National Tertiary Education Industry Union v Central Queensland University [2008] FCA 481 (11 April 2008),CSBP Ltd v Liquor Hospitality amp; Miscellaneous Union(Corrigendum dated 22 May 2007) [2007] FCA 539 (5 April 2007)
09_271,08_605,distinguished,Television Food Network G.P. v Food Channel Network Pty Ltd (No 2) [2009] FCA 271 (27 March 2009),Global Brand Marketing Inc v YD Pty Ltd [2008] FCA 605 (7 May 2008)
09_271,07_68,reversed,Television Food Network G.P. v Food Channel Network Pty Ltd (No 2) [2009] FCA 271 (27 March 2009),Pandee Services Pty Limited (ACN 060 674 160) v Roberts [2007] FCA 68 (9 February 2007)
09_271,08_4,cited,Television Food Network G.P. v Food Channel Network Pty Ltd (No 2) [2009] FCA 271 (27 March 2009),Canpoint International Pty Limited v Anar International Pvt Ltd [2008] FCA 4 (16 January 2008)
09_271,06_767,cited,Television Food Network G.P. v Food Channel Network Pty Ltd (No 2) [2009] FCA 271 (27 March 2009),Effem Foods Pty Ltd v Wandella Pet Foods Pty Ltd [2006] FCA 767 (23 June 2006)
09_271,09_14,followed,Television Food Network G.P. v Food Channel Network Pty Ltd (No 2) [2009] FCA 271 (27 March 2009),Norman in the matter of The Executors and Trustees of the Deceased Estate of McFarlane v McFarlane [2009] FCA 14 (15 January 2009)
09_271,06_22,cited,Television Food Network G.P. v Food Channel Network Pty Ltd (No 2) [2009] FCA 271 (27 March 2009),Inspector-General in Bankruptcy v Bradshaw [2006] FCA 22 (31 January 2006)
09_271,06_1663,cited,Television Food Network G.P. v Food Channel Network Pty Ltd (No 2) [2009] FCA 271 (27 March 2009),Pfizer Products Inc v Karam [2006] FCA 1663 (1 December 2006)
09_270,07_877,referred_to,Repatriation Commission v Hill [2009] FCA 270 (30 March 2009),Repatriation Commission v Codd [2007] FCA 877 (15 June 2007)
07_1051,07_86,cited,Gauci v Kennedy [2007] FCA 1051 (13 July 2007),Lina Obieta v New South Wales Department of Educationand Training and Ors [2007] FCA 86 (7 February 2007)
07_1051,06_869,related,Gauci v Kennedy [2007] FCA 1051 (13 July 2007),Gauci v Kennedy [2006] FCA 869 (6 July 2006)
09_79,07_1318,considered,Aporo v Minister for Immigration and Citizenship [2009] FCA 79 (12 February 2009),Minister for Immigration and Citizenship v Le [2007] FCA 1318 (27 August 2007)
09_79,07_1592,considered,Aporo v Minister for Immigration and Citizenship [2009] FCA 79 (12 February 2009),SZJBA v Minister for Immigration and Citizenship (Corrigendum 19 October 2007) [2007] FCA 1592 (16 October 2007)
09_278,08_111,considered,Treecorp Australia Ltd (in liquidation) v Dwyer [2009] FCA 278 (30 March 2009),SZJJA v Minister for Immigration amp; Citizenship [2008] FCA 111 (26 February 2008)
07_1057,07_31,considered,Kokatha People v South Australia (Corrigendum dated 18 July 2007) [2007] FCA 1057 (16 July 2007),Harrington-Smith on behalf of the Wongatha People v Western Australia (No 9) [2007] FCA 31 (5 February 2007)
07_1057,07_78,considered,Kokatha People v South Australia (Corrigendum dated 18 July 2007) [2007] FCA 1057 (16 July 2007),SZDBZ v Minister for Immigration and Multicultural Affairs [2007] FCA 78 (8 February 2007)
07_1057,06_1173,considered,Kokatha People v South Australia (Corrigendum dated 18 July 2007) [2007] FCA 1057 (16 July 2007),Akiba and Others on behalf of the Torres Strait Regional Seas Claim People v Queensland (No 2) [2006] FCA 1173 (8 September 2006)
07_1057,06_318,cited,Kokatha People v South Australia (Corrigendum dated 18 July 2007) [2007] FCA 1057 (16 July 2007),Jango v Northern Territory of Australia (includes Summary) [2006] FCA 318 (31 March 2006)
07_1057,07_46,cited,Kokatha People v South Australia (Corrigendum dated 18 July 2007) [2007] FCA 1057 (16 July 2007),Restom v Battenberg [2007] FCA 46 (6 February 2007)
09_274,06_1416,cited,Automotive Food Metals Engineering Printing and Kindred Industries Union (AMWU) v John Holland Pty Limited ACN 004 282 268 [2009] FCA 274 (27 March 2009),Commonwealth Bank of Australia (ACN 123 123 124) v ACN 000 247 601 Pty Limited (in liq) (For [2006] FCA 1416 (2 November 2006)
09_274,08_905,cited,Automotive Food Metals Engineering Printing and Kindred Industries Union (AMWU) v John Holland Pty Limited ACN 004 282 268 [2009] FCA 274 (27 March 2009),Spiteri v Nine Network Australia Pty Ltd [2008] FCA 905 (13 June 2008)
09_274,06_1352,cited,Automotive Food Metals Engineering Printing and Kindred Industries Union (AMWU) v John Holland Pty Limited ACN 004 282 268 [2009] FCA 274 (27 March 2009),Boston Commercial Services Pty Ltd v GE Capital Finance Australasia Pty Ltd [2006] FCA 1352 (16 October 2006)
